id,Target
91070,Enrolled
91071,Enrolled
91072,Enrolled
91073,Enrolled
91074,Graduate
91075,Graduate
91076,Graduate
91077,Graduate
91078,Enrolled
91079,Graduate
91080,Graduate
91081,Enrolled
91082,Graduate
91083,Graduate
91084,Graduate
91085,Enrolled
91086,Enrolled
91087,Enrolled
91088,Enrolled
91089,Enrolled
91090,Graduate
91091,Enrolled
91092,Graduate
91093,Graduate
91094,Enrolled
91095,Enrolled
91096,Enrolled
91097,Enrolled
91098,Enrolled
91099,Graduate
91100,Enrolled
91101,Graduate
91102,Graduate
91103,Graduate
91104,Graduate
91105,Enrolled
91106,Enrolled
91107,Graduate
91108,Graduate
91109,Enrolled
91110,Graduate
91111,Enrolled
91112,Enrolled
91113,Graduate
91114,Graduate
91115,Enrolled
91116,Enrolled
91117,Enrolled
91118,Enrolled
91119,Graduate
91120,Graduate
91121,Graduate
91122,Graduate
91123,Graduate
91124,Enrolled
91125,Graduate
91126,Enrolled
91127,Graduate
91128,Graduate
91129,Enrolled
91130,Graduate
91131,Graduate
91132,Graduate
91133,Enrolled
91134,Enrolled
91135,Graduate
91136,Enrolled
91137,Enrolled
91138,Enrolled
91139,Graduate
91140,Enrolled
91141,Enrolled
91142,Graduate
91143,Enrolled
91144,Enrolled
91145,Enrolled
91146,Enrolled
91147,Enrolled
91148,Graduate
91149,Graduate
91150,Enrolled
91151,Enrolled
91152,Enrolled
91153,Graduate
91154,Enrolled
91155,Graduate
91156,Enrolled
91157,Enrolled
91158,Graduate
91159,Enrolled
91160,Graduate
91161,Graduate
91162,Graduate
91163,Graduate
91164,Enrolled
91165,Enrolled
91166,Graduate
91167,Enrolled
91168,Enrolled
91169,Enrolled
91170,Enrolled
91171,Enrolled
91172,Graduate
91173,Enrolled
91174,Enrolled
91175,Enrolled
91176,Graduate
91177,Graduate
91178,Enrolled
91179,Enrolled
91180,Enrolled
91181,Enrolled
91182,Graduate
91183,Graduate
91184,Graduate
91185,Enrolled
91186,Graduate
91187,Graduate
91188,Enrolled
91189,Enrolled
91190,Enrolled
91191,Enrolled
91192,Enrolled
91193,Graduate
91194,Enrolled
91195,Graduate
91196,Enrolled
91197,Graduate
91198,Enrolled
91199,Graduate
91200,Graduate
91201,Enrolled
91202,Graduate
91203,Graduate
91204,Enrolled
91205,Enrolled
91206,Graduate
91207,Enrolled
91208,Enrolled
91209,Enrolled
91210,Enrolled
91211,Graduate
91212,Enrolled
91213,Graduate
91214,Graduate
91215,Enrolled
91216,Enrolled
91217,Enrolled
91218,Graduate
91219,Graduate
91220,Graduate
91221,Graduate
91222,Graduate
91223,Graduate
91224,Enrolled
91225,Enrolled
91226,Graduate
91227,Enrolled
91228,Graduate
91229,Graduate
91230,Enrolled
91231,Enrolled
91232,Graduate
91233,Enrolled
91234,Enrolled
91235,Graduate
91236,Enrolled
91237,Enrolled
91238,Enrolled
91239,Enrolled
91240,Enrolled
91241,Graduate
91242,Graduate
91243,Graduate
91244,Graduate
91245,Enrolled
91246,Enrolled
91247,Enrolled
91248,Enrolled
91249,Enrolled
91250,Enrolled
91251,Enrolled
91252,Enrolled
91253,Enrolled
91254,Graduate
91255,Enrolled
91256,Enrolled
91257,Graduate
91258,Graduate
91259,Graduate
91260,Enrolled
91261,Enrolled
91262,Graduate
91263,Enrolled
91264,Graduate
91265,Graduate
91266,Graduate
91267,Graduate
91268,Enrolled
91269,Graduate
91270,Graduate
91271,Graduate
91272,Graduate
91273,Enrolled
91274,Enrolled
91275,Graduate
91276,Enrolled
91277,Graduate
91278,Enrolled
91279,Enrolled
91280,Enrolled
91281,Graduate
91282,Graduate
91283,Graduate
91284,Enrolled
91285,Graduate
91286,Enrolled
91287,Enrolled
91288,Enrolled
91289,Graduate
91290,Enrolled
91291,Graduate
91292,Graduate
91293,Graduate
91294,Graduate
91295,Graduate
91296,Graduate
91297,Graduate
91298,Enrolled
91299,Graduate
91300,Graduate
91301,Enrolled
91302,Enrolled
91303,Graduate
91304,Graduate
91305,Enrolled
91306,Graduate
91307,Enrolled
91308,Graduate
91309,Graduate
91310,Graduate
91311,Enrolled
91312,Graduate
91313,Enrolled
91314,Graduate
91315,Graduate
91316,Graduate
91317,Enrolled
91318,Graduate
91319,Graduate
91320,Enrolled
91321,Enrolled
91322,Graduate
91323,Enrolled
91324,Graduate
91325,Graduate
91326,Enrolled
91327,Graduate
91328,Graduate
91329,Enrolled
91330,Graduate
91331,Graduate
91332,Enrolled
91333,Enrolled
91334,Enrolled
91335,Enrolled
91336,Graduate
91337,Enrolled
91338,Graduate
91339,Graduate
91340,Enrolled
91341,Enrolled
91342,Graduate
91343,Enrolled
91344,Enrolled
91345,Graduate
91346,Graduate
91347,Enrolled
91348,Enrolled
91349,Enrolled
91350,Graduate
91351,Enrolled
91352,Enrolled
91353,Graduate
91354,Graduate
91355,Enrolled
91356,Enrolled
91357,Graduate
91358,Enrolled
91359,Graduate
91360,Enrolled
91361,Enrolled
91362,Enrolled
91363,Enrolled
91364,Graduate
91365,Enrolled
91366,Enrolled
91367,Enrolled
91368,Graduate
91369,Graduate
91370,Enrolled
91371,Graduate
91372,Graduate
91373,Enrolled
91374,Enrolled
91375,Enrolled
91376,Enrolled
91377,Enrolled
91378,Graduate
91379,Enrolled
91380,Graduate
91381,Enrolled
91382,Graduate
91383,Graduate
91384,Enrolled
91385,Enrolled
91386,Graduate
91387,Graduate
91388,Graduate
91389,Graduate
91390,Graduate
91391,Enrolled
91392,Enrolled
91393,Graduate
91394,Graduate
91395,Enrolled
91396,Enrolled
91397,Enrolled
91398,Enrolled
91399,Enrolled
91400,Enrolled
91401,Graduate
91402,Enrolled
91403,Enrolled
91404,Enrolled
91405,Graduate
91406,Enrolled
91407,Enrolled
91408,Enrolled
91409,Enrolled
91410,Enrolled
91411,Enrolled
91412,Graduate
91413,Graduate
91414,Enrolled
91415,Graduate
91416,Enrolled
91417,Graduate
91418,Graduate
91419,Enrolled
91420,Enrolled
91421,Enrolled
91422,Graduate
91423,Enrolled
91424,Graduate
91425,Graduate
91426,Graduate
91427,Enrolled
91428,Graduate
91429,Enrolled
91430,Graduate
91431,Graduate
91432,Enrolled
91433,Enrolled
91434,Enrolled
91435,Enrolled
91436,Graduate
91437,Enrolled
91438,Graduate
91439,Enrolled
91440,Graduate
91441,Enrolled
91442,Enrolled
91443,Enrolled
91444,Graduate
91445,Enrolled
91446,Enrolled
91447,Enrolled
91448,Enrolled
91449,Enrolled
91450,Graduate
91451,Graduate
91452,Graduate
91453,Graduate
91454,Enrolled
91455,Graduate
91456,Enrolled
91457,Enrolled
91458,Graduate
91459,Graduate
91460,Graduate
91461,Graduate
91462,Graduate
91463,Graduate
91464,Graduate
91465,Enrolled
91466,Graduate
91467,Enrolled
91468,Graduate
91469,Graduate
91470,Enrolled
91471,Enrolled
91472,Graduate
91473,Graduate
91474,Graduate
91475,Graduate
91476,Graduate
91477,Enrolled
91478,Enrolled
91479,Enrolled
91480,Enrolled
91481,Graduate
91482,Graduate
91483,Graduate
91484,Enrolled
91485,Enrolled
91486,Graduate
91487,Enrolled
91488,Graduate
91489,Enrolled
91490,Enrolled
91491,Enrolled
91492,Enrolled
91493,Enrolled
91494,Graduate
91495,Enrolled
91496,Enrolled
91497,Enrolled
91498,Graduate
91499,Enrolled
91500,Graduate
91501,Graduate
91502,Graduate
91503,Enrolled
91504,Graduate
91505,Graduate
91506,Graduate
91507,Enrolled
91508,Enrolled
91509,Enrolled
91510,Enrolled
91511,Graduate
91512,Enrolled
91513,Graduate
91514,Enrolled
91515,Enrolled
91516,Enrolled
91517,Enrolled
91518,Enrolled
91519,Enrolled
91520,Graduate
91521,Enrolled
91522,Graduate
91523,Graduate
91524,Enrolled
91525,Enrolled
91526,Enrolled
91527,Enrolled
91528,Enrolled
91529,Enrolled
91530,Graduate
91531,Graduate
91532,Graduate
91533,Graduate
91534,Graduate
91535,Graduate
91536,Enrolled
91537,Graduate
91538,Graduate
91539,Graduate
91540,Enrolled
91541,Graduate
91542,Enrolled
91543,Enrolled
91544,Enrolled
91545,Enrolled
91546,Graduate
91547,Enrolled
91548,Graduate
91549,Enrolled
91550,Graduate
91551,Enrolled
91552,Enrolled
91553,Enrolled
91554,Enrolled
91555,Enrolled
91556,Enrolled
91557,Graduate
91558,Graduate
91559,Enrolled
91560,Enrolled
91561,Enrolled
91562,Enrolled
91563,Enrolled
91564,Enrolled
91565,Graduate
91566,Enrolled
91567,Graduate
91568,Graduate
91569,Graduate
91570,Graduate
91571,Enrolled
91572,Enrolled
91573,Graduate
91574,Graduate
91575,Graduate
91576,Enrolled
91577,Graduate
91578,Graduate
91579,Enrolled
91580,Graduate
91581,Enrolled
91582,Enrolled
91583,Graduate
91584,Enrolled
91585,Enrolled
91586,Enrolled
91587,Graduate
91588,Graduate
91589,Enrolled
91590,Graduate
91591,Graduate
91592,Enrolled
91593,Graduate
91594,Graduate
91595,Enrolled
91596,Enrolled
91597,Enrolled
91598,Enrolled
91599,Graduate
91600,Graduate
91601,Graduate
91602,Enrolled
91603,Graduate
91604,Graduate
91605,Enrolled
91606,Enrolled
91607,Graduate
91608,Enrolled
91609,Graduate
91610,Enrolled
91611,Enrolled
91612,Graduate
91613,Enrolled
91614,Graduate
91615,Enrolled
91616,Graduate
91617,Graduate
91618,Enrolled
91619,Enrolled
91620,Enrolled
91621,Graduate
91622,Graduate
91623,Enrolled
91624,Enrolled
91625,Graduate
91626,Enrolled
91627,Enrolled
91628,Enrolled
91629,Enrolled
91630,Graduate
91631,Enrolled
91632,Graduate
91633,Enrolled
91634,Graduate
91635,Graduate
91636,Enrolled
91637,Enrolled
91638,Enrolled
91639,Enrolled
91640,Graduate
91641,Graduate
91642,Enrolled
91643,Enrolled
91644,Enrolled
91645,Enrolled
91646,Graduate
91647,Enrolled
91648,Enrolled
91649,Enrolled
91650,Enrolled
91651,Graduate
91652,Enrolled
91653,Enrolled
91654,Enrolled
91655,Graduate
91656,Enrolled
91657,Enrolled
91658,Graduate
91659,Enrolled
91660,Enrolled
91661,Graduate
91662,Graduate
91663,Graduate
91664,Graduate
91665,Graduate
91666,Enrolled
91667,Graduate
91668,Graduate
91669,Graduate
91670,Graduate
91671,Enrolled
91672,Graduate
91673,Graduate
91674,Enrolled
91675,Graduate
91676,Enrolled
91677,Enrolled
91678,Enrolled
91679,Enrolled
91680,Enrolled
91681,Graduate
91682,Enrolled
91683,Graduate
91684,Graduate
91685,Enrolled
91686,Enrolled
91687,Enrolled
91688,Enrolled
91689,Enrolled
91690,Enrolled
91691,Graduate
91692,Enrolled
91693,Graduate
91694,Enrolled
91695,Graduate
91696,Enrolled
91697,Graduate
91698,Enrolled
91699,Enrolled
91700,Enrolled
91701,Enrolled
91702,Graduate
91703,Graduate
91704,Enrolled
91705,Graduate
91706,Graduate
91707,Graduate
91708,Enrolled
91709,Graduate
91710,Enrolled
91711,Enrolled
91712,Graduate
91713,Graduate
91714,Graduate
91715,Graduate
91716,Enrolled
91717,Enrolled
91718,Enrolled
91719,Enrolled
91720,Enrolled
91721,Enrolled
91722,Graduate
91723,Enrolled
91724,Enrolled
91725,Graduate
91726,Graduate
91727,Enrolled
91728,Graduate
91729,Graduate
91730,Enrolled
91731,Enrolled
91732,Enrolled
91733,Graduate
91734,Enrolled
91735,Enrolled
91736,Enrolled
91737,Enrolled
91738,Enrolled
91739,Enrolled
91740,Graduate
91741,Enrolled
91742,Graduate
91743,Enrolled
91744,Graduate
91745,Graduate
91746,Enrolled
91747,Graduate
91748,Enrolled
91749,Graduate
91750,Enrolled
91751,Enrolled
91752,Enrolled
91753,Graduate
91754,Graduate
91755,Enrolled
91756,Enrolled
91757,Graduate
91758,Graduate
91759,Enrolled
91760,Graduate
91761,Graduate
91762,Enrolled
91763,Enrolled
91764,Enrolled
91765,Enrolled
91766,Enrolled
91767,Enrolled
91768,Graduate
91769,Enrolled
91770,Graduate
91771,Enrolled
91772,Enrolled
91773,Enrolled
91774,Graduate
91775,Enrolled
91776,Enrolled
91777,Graduate
91778,Graduate
91779,Graduate
91780,Graduate
91781,Enrolled
91782,Enrolled
91783,Enrolled
91784,Enrolled
91785,Graduate
91786,Enrolled
91787,Enrolled
91788,Enrolled
91789,Graduate
91790,Enrolled
91791,Graduate
91792,Graduate
91793,Enrolled
91794,Enrolled
91795,Enrolled
91796,Graduate
91797,Enrolled
91798,Graduate
91799,Enrolled
91800,Graduate
91801,Graduate
91802,Graduate
91803,Enrolled
91804,Graduate
91805,Enrolled
91806,Enrolled
91807,Enrolled
91808,Graduate
91809,Enrolled
91810,Graduate
91811,Graduate
91812,Enrolled
91813,Graduate
91814,Graduate
91815,Enrolled
91816,Graduate
91817,Enrolled
91818,Graduate
91819,Enrolled
91820,Enrolled
91821,Enrolled
91822,Enrolled
91823,Graduate
91824,Enrolled
91825,Graduate
91826,Graduate
91827,Enrolled
91828,Enrolled
91829,Enrolled
91830,Enrolled
91831,Enrolled
91832,Graduate
91833,Enrolled
91834,Graduate
91835,Graduate
91836,Graduate
91837,Graduate
91838,Graduate
91839,Graduate
91840,Enrolled
91841,Enrolled
91842,Graduate
91843,Graduate
91844,Enrolled
91845,Graduate
91846,Enrolled
91847,Graduate
91848,Graduate
91849,Graduate
91850,Enrolled
91851,Enrolled
91852,Enrolled
91853,Graduate
91854,Graduate
91855,Graduate
91856,Enrolled
91857,Enrolled
91858,Enrolled
91859,Enrolled
91860,Enrolled
91861,Enrolled
91862,Enrolled
91863,Graduate
91864,Enrolled
91865,Graduate
91866,Enrolled
91867,Enrolled
91868,Enrolled
91869,Enrolled
91870,Enrolled
91871,Enrolled
91872,Enrolled
91873,Enrolled
91874,Graduate
91875,Enrolled
91876,Enrolled
91877,Graduate
91878,Graduate
91879,Graduate
91880,Graduate
91881,Graduate
91882,Graduate
91883,Enrolled
91884,Enrolled
91885,Enrolled
91886,Graduate
91887,Graduate
91888,Graduate
91889,Enrolled
91890,Graduate
91891,Graduate
91892,Enrolled
91893,Enrolled
91894,Enrolled
91895,Graduate
91896,Graduate
91897,Enrolled
91898,Enrolled
91899,Graduate
91900,Enrolled
91901,Graduate
91902,Enrolled
91903,Graduate
91904,Enrolled
91905,Graduate
91906,Graduate
91907,Enrolled
91908,Graduate
91909,Enrolled
91910,Graduate
91911,Graduate
91912,Enrolled
91913,Enrolled
91914,Enrolled
91915,Graduate
91916,Graduate
91917,Graduate
91918,Enrolled
91919,Enrolled
91920,Graduate
91921,Graduate
91922,Enrolled
91923,Graduate
91924,Graduate
91925,Graduate
91926,Enrolled
91927,Graduate
91928,Enrolled
91929,Graduate
91930,Graduate
91931,Enrolled
91932,Graduate
91933,Graduate
91934,Graduate
91935,Graduate
91936,Graduate
91937,Enrolled
91938,Enrolled
91939,Graduate
91940,Enrolled
91941,Graduate
91942,Graduate
91943,Enrolled
91944,Graduate
91945,Graduate
91946,Enrolled
91947,Graduate
91948,Graduate
91949,Enrolled
91950,Graduate
91951,Graduate
91952,Enrolled
91953,Graduate
91954,Enrolled
91955,Graduate
91956,Enrolled
91957,Graduate
91958,Enrolled
91959,Graduate
91960,Graduate
91961,Enrolled
91962,Graduate
91963,Enrolled
91964,Graduate
91965,Enrolled
91966,Graduate
91967,Graduate
91968,Enrolled
91969,Graduate
91970,Enrolled
91971,Graduate
91972,Graduate
91973,Enrolled
91974,Graduate
91975,Enrolled
91976,Graduate
91977,Enrolled
91978,Enrolled
91979,Graduate
91980,Graduate
91981,Enrolled
91982,Enrolled
91983,Enrolled
91984,Enrolled
91985,Graduate
91986,Graduate
91987,Graduate
91988,Graduate
91989,Enrolled
91990,Enrolled
91991,Enrolled
91992,Enrolled
91993,Enrolled
91994,Enrolled
91995,Graduate
91996,Graduate
91997,Graduate
91998,Enrolled
91999,Graduate
92000,Enrolled
92001,Graduate
92002,Graduate
92003,Graduate
92004,Enrolled
92005,Enrolled
92006,Enrolled
92007,Enrolled
92008,Enrolled
92009,Graduate
92010,Enrolled
92011,Graduate
92012,Graduate
92013,Graduate
92014,Graduate
92015,Enrolled
92016,Enrolled
92017,Graduate
92018,Graduate
92019,Enrolled
92020,Enrolled
92021,Enrolled
92022,Enrolled
92023,Enrolled
92024,Graduate
92025,Enrolled
92026,Enrolled
92027,Graduate
92028,Graduate
92029,Enrolled
92030,Enrolled
92031,Graduate
92032,Enrolled
92033,Graduate
92034,Graduate
92035,Graduate
92036,Graduate
92037,Enrolled
92038,Enrolled
92039,Graduate
92040,Enrolled
92041,Graduate
92042,Graduate
92043,Graduate
92044,Graduate
92045,Graduate
92046,Graduate
92047,Enrolled
92048,Enrolled
92049,Graduate
92050,Enrolled
92051,Graduate
92052,Enrolled
92053,Enrolled
92054,Graduate
92055,Enrolled
92056,Graduate
92057,Enrolled
92058,Graduate
92059,Graduate
92060,Enrolled
92061,Enrolled
92062,Enrolled
92063,Enrolled
92064,Graduate
92065,Enrolled
92066,Graduate
92067,Enrolled
92068,Graduate
92069,Graduate
92070,Graduate
92071,Enrolled
92072,Enrolled
92073,Graduate
92074,Graduate
92075,Graduate
92076,Graduate
92077,Enrolled
92078,Enrolled
92079,Graduate
92080,Enrolled
92081,Graduate
92082,Graduate
92083,Graduate
92084,Enrolled
92085,Enrolled
92086,Graduate
92087,Enrolled
92088,Graduate
92089,Graduate
92090,Graduate
92091,Enrolled
92092,Graduate
92093,Enrolled
92094,Graduate
92095,Enrolled
92096,Graduate
92097,Enrolled
92098,Graduate
92099,Enrolled
92100,Graduate
92101,Graduate
92102,Enrolled
92103,Graduate
92104,Enrolled
92105,Enrolled
92106,Enrolled
92107,Graduate
92108,Enrolled
92109,Enrolled
92110,Graduate
92111,Graduate
92112,Enrolled
92113,Graduate
92114,Graduate
92115,Graduate
92116,Graduate
92117,Enrolled
92118,Enrolled
92119,Graduate
92120,Graduate
92121,Graduate
92122,Enrolled
92123,Graduate
92124,Enrolled
92125,Graduate
92126,Enrolled
92127,Enrolled
92128,Graduate
92129,Graduate
92130,Graduate
92131,Enrolled
92132,Graduate
92133,Enrolled
92134,Graduate
92135,Enrolled
92136,Enrolled
92137,Enrolled
92138,Graduate
92139,Enrolled
92140,Enrolled
92141,Graduate
92142,Graduate
92143,Graduate
92144,Graduate
92145,Enrolled
92146,Graduate
92147,Graduate
92148,Graduate
92149,Enrolled
92150,Graduate
92151,Enrolled
92152,Graduate
92153,Graduate
92154,Enrolled
92155,Enrolled
92156,Enrolled
92157,Graduate
92158,Enrolled
92159,Graduate
92160,Graduate
92161,Graduate
92162,Enrolled
92163,Enrolled
92164,Graduate
92165,Enrolled
92166,Graduate
92167,Graduate
92168,Graduate
92169,Graduate
92170,Graduate
92171,Graduate
92172,Graduate
92173,Graduate
92174,Enrolled
92175,Enrolled
92176,Graduate
92177,Graduate
92178,Graduate
92179,Enrolled
92180,Graduate
92181,Enrolled
92182,Enrolled
92183,Enrolled
92184,Enrolled
92185,Enrolled
92186,Graduate
92187,Graduate
92188,Graduate
92189,Enrolled
92190,Graduate
92191,Graduate
92192,Enrolled
92193,Enrolled
92194,Graduate
92195,Enrolled
92196,Graduate
92197,Enrolled
92198,Enrolled
92199,Enrolled
92200,Graduate
92201,Enrolled
92202,Graduate
92203,Enrolled
92204,Graduate
92205,Enrolled
92206,Enrolled
92207,Graduate
92208,Enrolled
92209,Enrolled
92210,Enrolled
92211,Graduate
92212,Enrolled
92213,Graduate
92214,Graduate
92215,Enrolled
92216,Graduate
92217,Graduate
92218,Graduate
92219,Graduate
92220,Enrolled
92221,Graduate
92222,Enrolled
92223,Enrolled
92224,Graduate
92225,Graduate
92226,Graduate
92227,Enrolled
92228,Graduate
92229,Graduate
92230,Enrolled
92231,Graduate
92232,Graduate
92233,Enrolled
92234,Graduate
92235,Graduate
92236,Graduate
92237,Graduate
92238,Enrolled
92239,Graduate
92240,Enrolled
92241,Enrolled
92242,Graduate
92243,Graduate
92244,Enrolled
92245,Graduate
92246,Enrolled
92247,Graduate
92248,Enrolled
92249,Graduate
92250,Enrolled
92251,Graduate
92252,Enrolled
92253,Enrolled
92254,Enrolled
92255,Graduate
92256,Graduate
92257,Enrolled
92258,Enrolled
92259,Enrolled
92260,Enrolled
92261,Enrolled
92262,Graduate
92263,Enrolled
92264,Graduate
92265,Enrolled
92266,Enrolled
92267,Graduate
92268,Graduate
92269,Graduate
92270,Graduate
92271,Graduate
92272,Graduate
92273,Enrolled
92274,Enrolled
92275,Graduate
92276,Enrolled
92277,Graduate
92278,Enrolled
92279,Enrolled
92280,Graduate
92281,Enrolled
92282,Enrolled
92283,Graduate
92284,Graduate
92285,Enrolled
92286,Graduate
92287,Enrolled
92288,Enrolled
92289,Enrolled
92290,Enrolled
92291,Enrolled
92292,Enrolled
92293,Graduate
92294,Graduate
92295,Enrolled
92296,Graduate
92297,Graduate
92298,Enrolled
92299,Enrolled
92300,Graduate
92301,Enrolled
92302,Graduate
92303,Enrolled
92304,Enrolled
92305,Enrolled
92306,Enrolled
92307,Enrolled
92308,Graduate
92309,Enrolled
92310,Graduate
92311,Enrolled
92312,Enrolled
92313,Enrolled
92314,Graduate
92315,Graduate
92316,Enrolled
92317,Graduate
92318,Graduate
92319,Enrolled
92320,Graduate
92321,Graduate
92322,Enrolled
92323,Enrolled
92324,Graduate
92325,Graduate
92326,Enrolled
92327,Enrolled
92328,Graduate
92329,Enrolled
92330,Graduate
92331,Graduate
92332,Enrolled
92333,Graduate
92334,Enrolled
92335,Graduate
92336,Graduate
92337,Enrolled
92338,Enrolled
92339,Enrolled
92340,Enrolled
92341,Graduate
92342,Graduate
92343,Enrolled
92344,Enrolled
92345,Graduate
92346,Enrolled
92347,Graduate
92348,Enrolled
92349,Graduate
92350,Enrolled
92351,Enrolled
92352,Enrolled
92353,Enrolled
92354,Enrolled
92355,Enrolled
92356,Graduate
92357,Enrolled
92358,Graduate
92359,Graduate
92360,Graduate
92361,Enrolled
92362,Graduate
92363,Graduate
92364,Graduate
92365,Enrolled
92366,Graduate
92367,Graduate
92368,Enrolled
92369,Graduate
92370,Graduate
92371,Graduate
92372,Enrolled
92373,Graduate
92374,Enrolled
92375,Graduate
92376,Graduate
92377,Enrolled
92378,Enrolled
92379,Graduate
92380,Graduate
92381,Graduate
92382,Enrolled
92383,Enrolled
92384,Graduate
92385,Enrolled
92386,Graduate
92387,Enrolled
92388,Enrolled
92389,Enrolled
92390,Graduate
92391,Enrolled
92392,Enrolled
92393,Enrolled
92394,Graduate
92395,Graduate
92396,Enrolled
92397,Graduate
92398,Graduate
92399,Graduate
92400,Enrolled
92401,Graduate
92402,Enrolled
92403,Enrolled
92404,Enrolled
92405,Graduate
92406,Enrolled
92407,Enrolled
92408,Graduate
92409,Graduate
92410,Graduate
92411,Enrolled
92412,Graduate
92413,Graduate
92414,Enrolled
92415,Graduate
92416,Enrolled
92417,Graduate
92418,Enrolled
92419,Graduate
92420,Enrolled
92421,Enrolled
92422,Graduate
92423,Enrolled
92424,Enrolled
92425,Enrolled
92426,Enrolled
92427,Enrolled
92428,Graduate
92429,Enrolled
92430,Enrolled
92431,Graduate
92432,Graduate
92433,Graduate
92434,Enrolled
92435,Graduate
92436,Graduate
92437,Graduate
92438,Graduate
92439,Enrolled
92440,Enrolled
92441,Graduate
92442,Enrolled
92443,Graduate
92444,Enrolled
92445,Graduate
92446,Graduate
92447,Graduate
92448,Graduate
92449,Graduate
92450,Enrolled
92451,Graduate
92452,Enrolled
92453,Graduate
92454,Graduate
92455,Enrolled
92456,Graduate
92457,Graduate
92458,Enrolled
92459,Graduate
92460,Enrolled
92461,Enrolled
92462,Enrolled
92463,Graduate
92464,Enrolled
92465,Graduate
92466,Enrolled
92467,Enrolled
92468,Enrolled
92469,Enrolled
92470,Enrolled
92471,Graduate
92472,Enrolled
92473,Enrolled
92474,Graduate
92475,Graduate
92476,Enrolled
92477,Enrolled
92478,Enrolled
92479,Enrolled
92480,Enrolled
92481,Enrolled
92482,Graduate
92483,Graduate
92484,Enrolled
92485,Graduate
92486,Graduate
92487,Enrolled
92488,Enrolled
92489,Enrolled
92490,Enrolled
92491,Graduate
92492,Graduate
92493,Graduate
92494,Enrolled
92495,Graduate
92496,Enrolled
92497,Enrolled
92498,Enrolled
92499,Enrolled
92500,Graduate
92501,Graduate
92502,Graduate
92503,Enrolled
92504,Enrolled
92505,Enrolled
92506,Enrolled
92507,Graduate
92508,Enrolled
92509,Enrolled
92510,Graduate
92511,Enrolled
92512,Enrolled
92513,Enrolled
92514,Enrolled
92515,Graduate
92516,Enrolled
92517,Enrolled
92518,Enrolled
92519,Graduate
92520,Enrolled
92521,Enrolled
92522,Graduate
92523,Enrolled
92524,Graduate
92525,Enrolled
92526,Enrolled
92527,Enrolled
92528,Enrolled
92529,Graduate
92530,Enrolled
92531,Graduate
92532,Graduate
92533,Enrolled
92534,Enrolled
92535,Enrolled
92536,Enrolled
92537,Graduate
92538,Enrolled
92539,Enrolled
92540,Enrolled
92541,Graduate
92542,Graduate
92543,Graduate
92544,Graduate
92545,Enrolled
92546,Enrolled
92547,Graduate
92548,Graduate
92549,Enrolled
92550,Graduate
92551,Enrolled
92552,Graduate
92553,Graduate
92554,Graduate
92555,Graduate
92556,Graduate
92557,Enrolled
92558,Graduate
92559,Graduate
92560,Enrolled
92561,Graduate
92562,Graduate
92563,Enrolled
92564,Enrolled
92565,Graduate
92566,Graduate
92567,Graduate
92568,Graduate
92569,Graduate
92570,Enrolled
92571,Enrolled
92572,Graduate
92573,Enrolled
92574,Graduate
92575,Enrolled
92576,Graduate
92577,Enrolled
92578,Enrolled
92579,Graduate
92580,Graduate
92581,Enrolled
92582,Graduate
92583,Graduate
92584,Graduate
92585,Enrolled
92586,Enrolled
92587,Graduate
92588,Enrolled
92589,Enrolled
92590,Enrolled
92591,Enrolled
92592,Enrolled
92593,Graduate
92594,Enrolled
92595,Graduate
92596,Enrolled
92597,Enrolled
92598,Enrolled
92599,Graduate
92600,Enrolled
92601,Enrolled
92602,Graduate
92603,Enrolled
92604,Enrolled
92605,Graduate
92606,Enrolled
92607,Enrolled
92608,Enrolled
92609,Graduate
92610,Graduate
92611,Enrolled
92612,Graduate
92613,Enrolled
92614,Graduate
92615,Enrolled
92616,Enrolled
92617,Graduate
92618,Enrolled
92619,Graduate
92620,Graduate
92621,Graduate
92622,Enrolled
92623,Graduate
92624,Graduate
92625,Graduate
92626,Graduate
92627,Enrolled
92628,Enrolled
92629,Graduate
92630,Graduate
92631,Graduate
92632,Graduate
92633,Graduate
92634,Enrolled
92635,Enrolled
92636,Enrolled
92637,Enrolled
92638,Graduate
92639,Enrolled
92640,Graduate
92641,Graduate
92642,Enrolled
92643,Graduate
92644,Enrolled
92645,Enrolled
92646,Graduate
92647,Graduate
92648,Enrolled
92649,Enrolled
92650,Enrolled
92651,Enrolled
92652,Graduate
92653,Enrolled
92654,Graduate
92655,Enrolled
92656,Enrolled
92657,Enrolled
92658,Enrolled
92659,Enrolled
92660,Enrolled
92661,Graduate
92662,Graduate
92663,Graduate
92664,Enrolled
92665,Enrolled
92666,Graduate
92667,Graduate
92668,Enrolled
92669,Enrolled
92670,Enrolled
92671,Graduate
92672,Enrolled
92673,Enrolled
92674,Graduate
92675,Graduate
92676,Graduate
92677,Enrolled
92678,Graduate
92679,Graduate
92680,Graduate
92681,Graduate
92682,Graduate
92683,Enrolled
92684,Enrolled
92685,Enrolled
92686,Enrolled
92687,Graduate
92688,Graduate
92689,Enrolled
92690,Enrolled
92691,Enrolled
92692,Graduate
92693,Enrolled
92694,Enrolled
92695,Enrolled
92696,Enrolled
92697,Graduate
92698,Enrolled
92699,Enrolled
92700,Graduate
92701,Graduate
92702,Graduate
92703,Enrolled
92704,Graduate
92705,Enrolled
92706,Graduate
92707,Graduate
92708,Graduate
92709,Enrolled
92710,Enrolled
